id,sex,age_adjusted,age_cat,,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,,,
7910,Male,29,25 - 45,,African-American,0,4,0,0,7,,,25 - 45
7912,Male,19,Less than 25,,Caucasian,0,4,0,0,0,,,Less than 25
7913,Male,27,25 - 45,,African-American,0,8,0,0,4,,,25 - 45
7914,Male,52,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
7915,Male,21,25 - 45,,African-American,0,2,0,0,0,,,25 - 45
7916,Male,22,25 - 45,,African-American,0,7,0,0,0,,,25 - 45
7919,Male,24,25 - 45,,African-American,0,8,0,0,10,,,25 - 45
7920,Male,20,Less than 25,,African-American,0,4,0,0,0,,,Less than 25
7922,Male,34,25 - 45,,African-American,0,6,0,0,8,,,25 - 45
7928,Male,34,25 - 45,,Caucasian,0,6,0,0,0,,,25 - 45
7930,Male,20,Less than 25,,Caucasian,0,5,0,0,5,,,Less than 25
7935,Male,25,25 - 45,,Other,0,1,0,0,0,,,25 - 45
7942,Female,38,25 - 45,,African-American,0,8,0,0,8,,,25 - 45
7943,Male,50,Greater than 45,,Hispanic,0,1,0,0,0,,,Greater than 45
7944,Male,33,25 - 45,,Caucasian,0,1,0,0,2,,,25 - 45
7945,Male,23,25 - 45,,Caucasian,0,2,0,0,2,,,25 - 45
7946,Male,21,Less than 25,,Caucasian,0,2,0,0,0,,,Less than 25
7948,Male,25,25 - 45,,African-American,0,6,0,0,0,,,25 - 45
7949,Female,34,25 - 45,,Caucasian,0,1,0,0,0,,,25 - 45
7955,Male,21,Less than 25,,African-American,0,7,0,0,3,,,Less than 25
7958,Male,55,Greater than 45,,Caucasian,0,2,0,0,5,,,Greater than 45
7960,Female,59,Greater than 45,,Caucasian,0,1,0,0,1,,,Greater than 45
7964,Male,31,25 - 45,,African-American,0,1,0,0,0,,,25 - 45
7966,Male,29,25 - 45,,African-American,4,10,0,0,12,,,25 - 45
7968,Male,38,25 - 45,,African-American,0,6,0,0,14,,,25 - 45
7969,Male,19,Less than 25,,Hispanic,0,3,0,0,0,,,Less than 25
7971,Male,23,25 - 45,,Caucasian,0,5,0,0,3,,,25 - 45
7972,Female,31,25 - 45,,Caucasian,0,1,0,0,0,,,25 - 45
7973,Male,22,25 - 45,,African-American,0,6,0,0,0,,,25 - 45
7974,Male,34,25 - 45,,African-American,0,1,0,0,0,,,25 - 45
7975,Male,21,Less than 25,,Caucasian,8,10,2,0,11,,,Less than 25
7977,Male,18,Less than 25,,African-American,0,9,0,0,0,,,Less than 25
7983,Male,21,Less than 25,,African-American,0,4,0,0,2,,,Less than 25
7985,Male,32,25 - 45,,African-American,0,4,0,0,0,,,25 - 45
7987,Male,26,25 - 45,,Caucasian,4,9,1,0,10,,,25 - 45
7994,Male,34,25 - 45,,Hispanic,0,2,0,0,8,,,25 - 45
7997,Male,49,Greater than 45,,African-American,1,8,0,0,19,,,Greater than 45
8000,Female,25,25 - 45,,African-American,0,3,0,0,1,,,25 - 45
8002,Male,44,Greater than 45,,African-American,0,7,0,0,2,,,Greater than 45
8004,Male,29,25 - 45,,Caucasian,0,6,0,3,9,,,25 - 45
8007,Male,22,25 - 45,,African-American,0,9,0,0,2,,,25 - 45
8008,Male,24,25 - 45,,African-American,0,5,0,0,1,,,25 - 45
8009,Male,30,25 - 45,,African-American,1,9,1,1,13,,,25 - 45
8016,Male,27,25 - 45,,African-American,0,6,0,0,6,,,25 - 45
8018,Male,37,25 - 45,,Caucasian,0,7,0,0,10,,,25 - 45
8019,Female,45,Greater than 45,,Caucasian,0,2,0,0,0,,,Greater than 45
8022,Male,22,Less than 25,,African-American,0,5,0,0,3,,,Less than 25
8023,Male,37,25 - 45,,African-American,0,3,0,0,7,,,25 - 45
8024,Female,25,25 - 45,,African-American,0,5,0,0,3,,,25 - 45
8026,Male,38,25 - 45,,African-American,0,1,0,0,1,,,25 - 45
8027,Male,44,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
8028,Female,18,Less than 25,,Caucasian,0,10,0,0,0,,,Less than 25
8030,Male,19,Less than 25,,African-American,0,8,0,0,2,,,Less than 25
8031,Male,42,25 - 45,,African-American,0,8,0,0,8,,,25 - 45
8036,Male,39,25 - 45,,Hispanic,0,1,0,0,1,,,25 - 45
8038,Female,64,Greater than 45,,African-American,0,1,0,0,0,,,Greater than 45
8039,Male,39,25 - 45,,Caucasian,0,2,0,0,1,,,25 - 45
8040,Male,23,25 - 45,,African-American,0,3,0,0,0,,,25 - 45
8041,Male,25,25 - 45,,Hispanic,0,4,0,1,6,,,25 - 45
8045,Male,20,Less than 25,,Caucasian,0,9,0,0,6,,,Less than 25
8046,Male,24,25 - 45,,African-American,0,10,0,1,13,,,25 - 45
8047,Male,20,Less than 25,,African-American,0,2,1,0,2,,,Less than 25
8048,Male,31,25 - 45,,Caucasian,0,3,0,0,2,,,25 - 45
8049,Male,38,25 - 45,,Caucasian,0,1,0,0,0,,,25 - 45
8050,Female,28,25 - 45,,Caucasian,0,2,0,0,1,,,25 - 45
8054,Male,50,Greater than 45,,African-American,0,4,0,0,5,,,Greater than 45
8056,Male,34,25 - 45,,African-American,0,1,0,0,1,,,25 - 45
8059,Male,55,Greater than 45,,Caucasian,0,3,0,0,10,,,Greater than 45
8060,Male,59,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
8061,Male,23,25 - 45,,Caucasian,0,6,0,0,4,,,25 - 45
8062,Male,50,Greater than 45,,African-American,0,8,0,0,15,,,Greater than 45
8063,Male,43,Greater than 45,,Caucasian,0,2,0,0,2,,,Greater than 45
8066,Male,23,Less than 25,,Caucasian,0,3,0,0,2,,,Less than 25
8068,Male,30,25 - 45,,Caucasian,0,8,0,0,6,,,25 - 45
8072,Male,20,Less than 25,,African-American,1,9,0,0,2,,,Less than 25
8078,Female,55,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
8082,Male,56,Greater than 45,,African-American,0,8,0,0,8,,,Greater than 45
8085,Male,18,Less than 25,,African-American,0,7,0,0,0,,,Less than 25
8090,Male,35,25 - 45,,Caucasian,0,2,0,0,1,,,25 - 45
8091,Male,40,25 - 45,,African-American,0,1,0,0,0,,,25 - 45
8094,Male,56,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
8095,Male,33,25 - 45,,Caucasian,0,2,0,0,4,,,25 - 45
8097,Male,27,25 - 45,,African-American,0,5,0,0,5,,,25 - 45
8104,Female,39,25 - 45,,African-American,0,6,0,0,16,,,25 - 45
8105,Male,18,Less than 25,,African-American,0,9,2,1,3,,,Less than 25
8107,Female,47,Greater than 45,,Caucasian,0,1,0,0,1,,,Greater than 45
8110,Female,21,Less than 25,,Caucasian,0,5,0,0,0,,,Less than 25
8112,Female,52,Greater than 45,,African-American,0,1,0,0,1,,,Greater than 45
8114,Male,22,Less than 25,,African-American,2,8,0,0,7,,,Less than 25
8117,Male,25,25 - 45,,Caucasian,0,6,0,0,0,,,25 - 45
8118,Male,31,25 - 45,,African-American,0,6,0,0,4,,,25 - 45
8120,Male,34,25 - 45,,African-American,3,10,0,0,12,,,25 - 45
8129,Male,24,25 - 45,,African-American,0,9,0,1,5,,,25 - 45
8130,Male,48,Greater than 45,,African-American,0,1,0,0,1,,,Greater than 45
8132,Male,19,Less than 25,,African-American,0,5,1,2,1,,,Less than 25
8133,Male,41,25 - 45,,African-American,0,6,0,0,1,,,25 - 45
8134,Male,26,25 - 45,,Caucasian,0,7,0,0,0,,,25 - 45
8135,Female,47,Greater than 45,,Hispanic,0,2,0,0,1,,,Greater than 45
8136,Male,59,Greater than 45,,Caucasian,0,1,0,0,1,,,Greater than 45
8137,Male,31,25 - 45,,African-American,0,1,0,0,1,,,25 - 45
8140,Male,30,25 - 45,,African-American,3,10,0,0,16,,,25 - 45
8142,Male,22,Less than 25,,African-American,0,5,0,1,1,,,Less than 25
8145,Male,21,Less than 25,,African-American,0,8,0,0,1,,,Less than 25
8147,Male,29,25 - 45,,African-American,0,8,6,5,17,,,25 - 45
8148,Male,58,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
8149,Male,25,25 - 45,,Caucasian,0,3,0,0,3,,,25 - 45
8151,Male,39,25 - 45,,Hispanic,0,2,0,0,2,,,25 - 45
8153,Male,57,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
8154,Male,20,Less than 25,,African-American,0,8,0,0,1,,,Less than 25
8155,Male,37,25 - 45,,Caucasian,0,1,0,0,0,,,25 - 45
8157,Male,27,25 - 45,,Caucasian,0,3,0,0,0,,,25 - 45
8162,Male,45,Greater than 45,,Asian,0,2,0,0,0,,,Greater than 45
8164,Male,27,25 - 45,,African-American,0,3,0,0,5,,,25 - 45
8169,Male,22,25 - 45,,African-American,0,3,0,0,0,,,25 - 45
8171,Male,36,25 - 45,,Caucasian,0,2,0,0,0,,,25 - 45
8172,Male,28,25 - 45,,African-American,0,2,0,0,0,,,25 - 45
8173,Female,37,25 - 45,,Caucasian,0,5,0,0,1,,,25 - 45
8174,Male,24,25 - 45,,African-American,0,2,0,0,1,,,25 - 45
8184,Male,35,25 - 45,,Caucasian,0,2,0,0,4,,,25 - 45
8185,Male,62,Greater than 45,,African-American,0,4,0,0,8,,,Greater than 45
8187,Male,20,Less than 25,,African-American,0,10,0,0,0,,,Less than 25
8188,Male,24,25 - 45,,Caucasian,0,10,0,0,3,,,25 - 45
8189,Male,45,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
8190,Male,25,25 - 45,,Other,0,4,0,0,6,,,25 - 45
8191,Male,18,Less than 25,,African-American,0,4,0,0,0,,,Less than 25
8193,Male,18,Less than 25,,African-American,0,5,0,0,0,,,Less than 25
8195,Male,34,25 - 45,,African-American,0,9,0,0,17,,,25 - 45
8196,Male,48,Greater than 45,,Caucasian,0,5,0,0,8,,,Greater than 45
8197,Male,45,Greater than 45,,Caucasian,0,2,0,0,2,,,Greater than 45
8203,Male,24,25 - 45,,African-American,0,9,0,1,2,,,25 - 45
8204,Male,43,Greater than 45,,African-American,1,7,0,0,16,,,Greater than 45
8205,Male,39,25 - 45,,Caucasian,0,2,0,0,0,,,25 - 45
8207,Male,30,25 - 45,,Caucasian,0,2,0,0,3,,,25 - 45
8214,Female,19,Less than 25,,African-American,0,6,1,0,1,,,Less than 25
8215,Male,46,Greater than 45,,Asian,0,1,0,0,0,,,Greater than 45
8216,Male,25,25 - 45,,African-American,0,3,0,0,3,,,25 - 45
8217,Male,21,Less than 25,,Hispanic,0,5,0,0,0,,,Less than 25
8218,Female,22,Less than 25,,Caucasian,0,3,0,0,0,,,Less than 25
8222,Male,20,Less than 25,,Caucasian,0,5,0,0,0,,,Less than 25
8224,Male,30,25 - 45,,Hispanic,0,1,0,0,1,,,25 - 45
8225,Male,60,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
8226,Male,37,25 - 45,,Caucasian,0,6,0,0,3,,,25 - 45
8230,Male,54,Greater than 45,,Caucasian,0,3,0,0,2,,,Greater than 45
8231,Male,26,25 - 45,,African-American,0,1,0,0,6,,,25 - 45
8235,Male,21,Less than 25,,African-American,0,9,0,0,5,,,Less than 25
8236,Male,49,Greater than 45,,Hispanic,0,1,0,0,0,,,Greater than 45
8237,Male,47,Greater than 45,,Hispanic,0,3,0,0,1,,,Greater than 45
8240,Female,33,25 - 45,,African-American,0,2,0,0,1,,,25 - 45
8245,Female,35,25 - 45,,Caucasian,0,1,0,0,0,,,25 - 45
8247,Male,21,Less than 25,,African-American,0,2,0,0,1,,,Less than 25
8248,Male,25,25 - 45,,Caucasian,0,7,0,0,5,,,25 - 45
8253,Male,27,25 - 45,,African-American,0,3,0,0,0,,,25 - 45
8256,Male,26,25 - 45,,African-American,0,3,0,0,11,,,25 - 45
8257,Male,32,25 - 45,,African-American,0,7,0,0,8,,,25 - 45
8258,Male,23,25 - 45,,African-American,0,7,0,0,6,,,25 - 45
8262,Male,47,Greater than 45,,Caucasian,0,6,0,0,0,,,Greater than 45
8264,Male,29,25 - 45,,African-American,0,3,0,0,1,,,25 - 45
8265,Male,42,25 - 45,,African-American,0,3,0,0,0,,,25 - 45
8268,Male,34,25 - 45,,Caucasian,0,3,0,0,5,,,25 - 45
8269,Female,26,25 - 45,,African-American,0,9,1,0,11,,,25 - 45
8277,Female,20,Less than 25,,Other,0,6,0,0,0,,,Less than 25
8278,Male,50,Greater than 45,,African-American,0,6,0,0,3,,,Greater than 45
8280,Male,32,25 - 45,,African-American,0,6,0,0,8,,,25 - 45
8282,Male,18,Less than 25,,Hispanic,1,8,0,0,1,,,Less than 25
8283,Female,22,25 - 45,,Caucasian,0,6,0,0,2,,,25 - 45
8287,Female,18,Less than 25,,Caucasian,0,7,3,1,3,,,Less than 25
8288,Male,34,25 - 45,,African-American,0,5,0,0,8,,,25 - 45
8292,Male,25,25 - 45,,African-American,0,10,8,2,12,,,25 - 45
8294,Female,53,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
8298,Male,28,25 - 45,,Caucasian,0,2,0,0,0,,,25 - 45
8299,Male,24,25 - 45,,African-American,0,4,0,0,2,,,25 - 45
8301,Male,25,25 - 45,,Other,0,2,0,0,0,,,25 - 45
8304,Female,25,25 - 45,,Caucasian,0,10,0,0,6,,,25 - 45
8306,Male,41,25 - 45,,African-American,0,9,0,0,15,,,25 - 45
8307,Female,50,Greater than 45,,African-American,0,6,0,0,5,,,Greater than 45
8308,Male,24,25 - 45,,African-American,1,7,0,0,6,,,25 - 45
8311,Female,21,Less than 25,,Caucasian,0,6,0,0,1,,,Less than 25
8312,Male,27,25 - 45,,African-American,0,6,0,0,0,,,25 - 45
8313,Male,54,Greater than 45,,Other,0,2,0,0,6,,,Greater than 45
8314,Male,23,25 - 45,,African-American,0,9,0,0,4,,,25 - 45
8316,Male,27,25 - 45,,Hispanic,0,3,0,0,6,,,25 - 45
8318,Male,51,Greater than 45,,African-American,0,1,0,0,4,,,Greater than 45
8320,Male,23,25 - 45,,Other,0,4,0,0,1,,,25 - 45
8322,Female,34,25 - 45,,African-American,0,9,0,0,13,,,25 - 45
8325,Male,18,Less than 25,,African-American,0,10,0,0,1,,,Less than 25
8326,Male,24,25 - 45,,Caucasian,0,5,0,0,10,,,25 - 45
8328,Male,24,25 - 45,,Caucasian,0,8,0,3,10,,,25 - 45
8340,Male,42,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
8341,Male,45,Greater than 45,,Caucasian,0,5,0,0,1,,,Greater than 45
8349,Male,28,25 - 45,,African-American,0,1,0,0,2,,,25 - 45
8350,Male,19,Less than 25,,African-American,0,7,0,0,0,,,Less than 25
8353,Female,25,25 - 45,,African-American,1,4,0,0,1,,,25 - 45
8354,Male,26,25 - 45,,Caucasian,1,8,0,1,9,,,25 - 45
8355,Male,25,25 - 45,,African-American,0,4,0,0,2,,,25 - 45
8357,Male,19,Less than 25,,African-American,0,3,0,0,0,,,Less than 25
8358,Female,19,Less than 25,,African-American,0,6,0,0,0,,,Less than 25
8360,Male,22,25 - 45,,African-American,0,9,0,1,4,,,25 - 45
8361,Male,35,25 - 45,,African-American,0,7,0,0,7,,,25 - 45
8362,Male,28,25 - 45,,Caucasian,0,6,0,0,5,,,25 - 45
8364,Male,53,Greater than 45,,Other,0,1,0,0,0,,,Greater than 45
8365,Male,21,Less than 25,,African-American,0,3,0,0,0,,,Less than 25
8367,Male,27,25 - 45,,African-American,0,10,0,0,15,,,25 - 45
8369,Male,44,Greater than 45,,Caucasian,0,2,0,0,5,,,Greater than 45
8373,Male,63,Greater than 45,,Caucasian,0,3,0,0,2,,,Greater than 45
8375,Male,48,Greater than 45,,African-American,0,8,0,0,21,,,Greater than 45
8379,Male,74,Greater than 45,,Asian,0,1,0,0,0,,,Greater than 45
8380,Female,25,25 - 45,,Caucasian,0,6,0,0,3,,,25 - 45
8381,Male,32,25 - 45,,African-American,0,4,0,0,1,,,25 - 45
8382,Male,42,25 - 45,,Other,0,1,0,0,6,,,25 - 45
8386,Male,21,Less than 25,,African-American,0,5,0,0,0,,,Less than 25
8390,Male,33,25 - 45,,Caucasian,0,3,0,0,0,,,25 - 45
8392,Male,19,Less than 25,,Hispanic,0,6,0,0,0,,,Less than 25
8396,Male,25,25 - 45,,African-American,0,10,0,0,7,,,25 - 45
8399,Male,27,25 - 45,,African-American,0,9,1,0,18,,,25 - 45
8400,Male,50,Greater than 45,,Hispanic,0,1,0,0,0,,,Greater than 45
8401,Male,36,25 - 45,,Caucasian,0,9,0,0,16,,,25 - 45
8403,Male,18,Less than 25,,African-American,0,4,0,0,0,,,Less than 25
8405,Male,37,25 - 45,,African-American,0,4,0,0,2,,,25 - 45
8407,Male,27,25 - 45,,Caucasian,0,3,0,0,0,,,25 - 45
8409,Male,20,Less than 25,,Hispanic,0,7,0,0,3,,,Less than 25
8411,Male,22,25 - 45,,African-American,0,6,0,0,7,,,25 - 45
8416,Female,22,Less than 25,,African-American,0,3,0,0,0,,,Less than 25
8418,Male,41,25 - 45,,Caucasian,0,7,0,0,0,,,25 - 45
8419,Male,41,25 - 45,,African-American,0,1,0,0,0,,,25 - 45
8421,Female,21,Less than 25,,African-American,0,7,0,0,0,,,Less than 25
8422,Female,29,25 - 45,,Caucasian,0,8,0,1,2,,,25 - 45
8423,Male,24,25 - 45,,African-American,0,2,0,1,0,,,25 - 45
8424,Female,23,25 - 45,,Caucasian,0,8,0,0,1,,,25 - 45
8425,Male,55,Greater than 45,,African-American,0,5,0,0,16,,,Greater than 45
8426,Male,52,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
8428,Female,33,25 - 45,,Caucasian,0,6,0,0,7,,,25 - 45
8434,Male,33,25 - 45,,African-American,0,8,0,0,0,,,25 - 45
8435,Male,21,Less than 25,,African-American,0,2,0,0,1,,,Less than 25
8436,Male,19,Less than 25,,Other,0,5,0,0,0,,,Less than 25
8437,Male,39,25 - 45,,African-American,0,1,0,0,7,,,25 - 45
8438,Female,33,25 - 45,,Caucasian,0,10,0,0,12,,,25 - 45
8439,Male,28,25 - 45,,Hispanic,0,4,0,0,3,,,25 - 45
8440,Male,37,25 - 45,,Caucasian,0,4,0,0,6,,,25 - 45
8449,Male,28,25 - 45,,Caucasian,0,3,0,0,3,,,25 - 45
8452,Male,24,25 - 45,,Caucasian,0,3,0,0,1,,,25 - 45
8453,Male,20,Less than 25,,Hispanic,0,2,0,1,0,,,Less than 25
8456,Male,34,25 - 45,,African-American,0,3,0,0,3,,,25 - 45
8457,Male,23,25 - 45,,African-American,0,2,0,0,1,,,25 - 45
8458,Male,43,Greater than 45,,Caucasian,0,1,0,0,2,,,Greater than 45
8461,Male,20,Less than 25,,Hispanic,0,2,0,0,1,,,Less than 25
8462,Male,29,25 - 45,,Caucasian,0,5,0,0,1,,,25 - 45
8465,Male,19,Less than 25,,African-American,0,4,0,0,0,,,Less than 25
8467,Male,27,25 - 45,,African-American,0,5,0,0,6,,,25 - 45
8468,Male,32,25 - 45,,African-American,0,1,0,0,0,,,25 - 45
8469,Male,27,25 - 45,,African-American,0,4,1,1,4,,,25 - 45
8471,Male,21,Less than 25,,African-American,0,4,0,0,2,,,Less than 25
8472,Male,25,25 - 45,,African-American,0,10,0,0,7,,,25 - 45
8473,Female,31,25 - 45,,Caucasian,0,7,0,0,0,,,25 - 45
8475,Female,30,25 - 45,,Caucasian,0,2,0,0,5,,,25 - 45
8477,Male,23,25 - 45,,African-American,0,4,0,0,2,,,25 - 45
8479,Male,45,Greater than 45,,African-American,0,4,0,0,4,,,Greater than 45
8483,Female,28,25 - 45,,African-American,0,5,0,0,4,,,25 - 45
8484,Male,20,Less than 25,,Caucasian,0,3,0,0,0,,,Less than 25
8486,Female,45,Greater than 45,,African-American,0,9,0,0,7,,,Greater than 45
8487,Male,34,25 - 45,,Caucasian,0,8,0,0,3,,,25 - 45
8488,Male,34,25 - 45,,African-American,0,5,0,0,8,,,25 - 45
8492,Male,23,25 - 45,,African-American,0,10,0,0,7,,,25 - 45
8494,Female,27,25 - 45,,Caucasian,0,2,0,0,0,,,25 - 45
8496,Male,18,Less than 25,,Caucasian,0,3,0,3,0,,,Less than 25
8500,Male,19,Less than 25,,African-American,0,7,0,0,0,,,Less than 25
8501,Male,31,25 - 45,,African-American,0,10,0,1,14,,,25 - 45
8503,Male,27,25 - 45,,African-American,0,2,0,0,1,,,25 - 45
8504,Male,24,25 - 45,,Caucasian,0,6,0,0,5,,,25 - 45
8505,Male,22,Less than 25,,African-American,0,9,0,0,2,,,Less than 25
8507,Female,18,Less than 25,,Other,0,4,0,0,1,,,Less than 25
8508,Male,26,25 - 45,,African-American,0,2,0,0,0,,,25 - 45
8511,Male,22,Less than 25,,Caucasian,0,3,0,0,0,,,Less than 25
8515,Female,34,25 - 45,,African-American,0,2,0,0,1,,,25 - 45
8517,Male,21,Less than 25,,African-American,0,3,0,0,0,,,Less than 25
8518,Male,19,Less than 25,,African-American,0,10,0,1,1,,,Less than 25
8520,Male,27,25 - 45,,African-American,0,6,0,0,6,,,25 - 45
8523,Female,19,Less than 25,,Hispanic,0,4,0,0,1,,,Less than 25
8524,Male,26,25 - 45,,African-American,0,5,0,0,4,,,25 - 45
8527,Female,48,Greater than 45,,Caucasian,0,1,0,0,7,,,Greater than 45
8532,Male,27,25 - 45,,African-American,0,2,0,0,1,,,25 - 45
8533,Male,22,25 - 45,,African-American,0,5,0,0,0,,,25 - 45
8534,Female,41,25 - 45,,Caucasian,0,5,0,0,10,,,25 - 45
8535,Male,57,Greater than 45,,African-American,0,4,0,0,0,,,Greater than 45
8539,Male,22,Less than 25,,African-American,0,6,0,0,5,,,Less than 25
8543,Male,18,Less than 25,,African-American,0,10,1,0,1,,,Less than 25
8544,Male,27,25 - 45,,Caucasian,0,1,0,0,0,,,25 - 45
8552,Male,26,25 - 45,,African-American,0,10,1,0,17,,,25 - 45
8554,Male,29,25 - 45,,African-American,0,4,0,0,0,,,25 - 45
8558,Male,53,Greater than 45,,African-American,0,1,0,0,8,,,Greater than 45
8560,Male,45,Greater than 45,,Caucasian,0,1,0,0,2,,,Greater than 45
8565,Male,28,25 - 45,,African-American,0,10,0,0,13,,,25 - 45
8568,Male,21,Less than 25,,African-American,0,5,0,3,4,,,Less than 25
8570,Male,43,Greater than 45,,Caucasian,0,6,0,0,0,,,Greater than 45
8572,Male,23,25 - 45,,African-American,0,5,0,0,2,,,25 - 45
8575,Male,31,25 - 45,,African-American,0,2,0,0,1,,,25 - 45
8576,Male,18,Less than 25,,African-American,0,4,0,0,0,,,Less than 25
8577,Female,66,Greater than 45,,Caucasian,0,1,0,0,2,,,Greater than 45
8578,Male,21,Less than 25,,Caucasian,0,5,0,1,5,,,Less than 25
8579,Male,42,Greater than 45,,African-American,0,1,0,0,1,,,Greater than 45
8583,Male,23,25 - 45,,African-American,0,8,3,1,8,,,25 - 45
8589,Male,28,25 - 45,,Caucasian,0,1,0,0,0,,,25 - 45
8590,Female,24,25 - 45,,Hispanic,0,3,0,0,0,,,25 - 45
8593,Male,32,25 - 45,,Other,0,2,0,0,0,,,25 - 45
8596,Male,35,25 - 45,,African-American,0,4,0,0,2,,,25 - 45
8600,Male,27,25 - 45,,Hispanic,0,1,0,0,0,,,25 - 45
8604,Female,19,Less than 25,,African-American,0,6,0,0,0,,,Less than 25
8605,Male,33,25 - 45,,African-American,0,3,0,0,6,,,25 - 45
8606,Male,21,Less than 25,,African-American,0,7,0,0,0,,,Less than 25
8608,Male,32,25 - 45,,African-American,0,6,0,0,1,,,25 - 45
8609,Male,22,25 - 45,,African-American,0,6,0,0,2,,,25 - 45
8610,Male,55,Greater than 45,,Caucasian,0,2,0,0,3,,,Greater than 45
8612,Male,21,Less than 25,,African-American,0,9,0,1,6,,,Less than 25
8613,Male,30,25 - 45,,Caucasian,0,2,0,0,2,,,25 - 45
8616,Male,41,25 - 45,,Caucasian,0,3,0,0,4,,,25 - 45
8619,Male,25,25 - 45,,Caucasian,0,3,0,0,0,,,25 - 45
8621,Male,32,25 - 45,,African-American,0,2,0,0,1,,,25 - 45
8622,Male,25,25 - 45,,African-American,0,8,0,0,1,,,25 - 45
8627,Male,29,25 - 45,,African-American,0,4,0,0,0,,,25 - 45
8629,Male,36,25 - 45,,Other,0,1,0,0,1,,,25 - 45
8630,Male,27,25 - 45,,African-American,0,8,0,0,14,,,25 - 45
8634,Male,42,25 - 45,,African-American,0,1,0,0,0,,,25 - 45
8635,Male,50,Greater than 45,,African-American,0,1,0,0,0,,,Greater than 45
8636,Male,27,25 - 45,,African-American,0,5,0,0,6,,,25 - 45
8638,Male,29,25 - 45,,African-American,0,8,0,0,9,,,25 - 45
8641,Male,74,Greater than 45,,Caucasian,0,1,0,0,1,,,Greater than 45
8642,Male,58,Greater than 45,,Caucasian,0,6,0,0,4,,,Greater than 45
8644,Female,39,25 - 45,,African-American,0,1,0,0,0,,,25 - 45
8650,Male,24,25 - 45,,Hispanic,0,3,0,0,1,,,25 - 45
8652,Male,27,25 - 45,,African-American,0,1,0,0,1,,,25 - 45
8653,Male,56,Greater than 45,,Hispanic,0,1,0,0,0,,,Greater than 45
8655,Male,53,Greater than 45,,Caucasian,0,1,0,0,1,,,Greater than 45
8657,Male,31,25 - 45,,Caucasian,0,6,0,0,0,,,25 - 45
8659,Male,50,Greater than 45,,African-American,0,2,0,0,5,,,Greater than 45
8661,Male,46,Greater than 45,,Caucasian,0,2,0,0,1,,,Greater than 45
8663,Male,23,25 - 45,,Other,0,4,0,0,1,,,25 - 45
8664,Male,18,Less than 25,,Hispanic,0,5,0,1,2,,,Less than 25
8667,Male,32,25 - 45,,African-American,0,8,0,0,16,,,25 - 45
8668,Female,23,25 - 45,,Caucasian,0,3,0,0,0,,,25 - 45
8670,Female,28,25 - 45,,Caucasian,0,6,0,0,2,,,25 - 45
8672,Female,24,25 - 45,,African-American,0,5,0,0,1,,,25 - 45
8674,Male,30,25 - 45,,African-American,0,1,0,0,0,,,25 - 45
8675,Male,37,25 - 45,,Caucasian,0,3,0,0,5,,,25 - 45
8676,Male,32,25 - 45,,African-American,0,3,0,0,0,,,25 - 45
8679,Male,24,25 - 45,,African-American,0,3,0,0,2,,,25 - 45
8681,Male,29,25 - 45,,African-American,0,9,0,0,12,,,25 - 45
8682,Male,32,25 - 45,,Asian,0,1,0,0,1,,,25 - 45
8683,Male,27,25 - 45,,Caucasian,0,2,0,0,2,,,25 - 45
8684,Male,27,25 - 45,,African-American,0,4,0,0,0,,,25 - 45
8694,Male,22,25 - 45,,Caucasian,0,5,0,0,0,,,25 - 45
8695,Male,47,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
8696,Male,32,25 - 45,,Caucasian,0,2,0,0,4,,,25 - 45
8700,Male,35,25 - 45,,African-American,1,9,0,0,17,,,25 - 45
8701,Male,41,25 - 45,,African-American,0,1,0,0,4,,,25 - 45
8702,Male,26,25 - 45,,Caucasian,0,6,0,0,12,,,25 - 45
8703,Female,58,Greater than 45,,Caucasian,0,1,0,0,0,,,Greater than 45
8705,Female,19,Less than 25,,African-American,0,9,0,0,4,,,Less than 25
8706,Male,24,25 - 45,,Caucasian,0,4,0,0,2,,,25 - 45
8710,Female,30,25 - 45,,African-American,0,2,0,0,1,,,25 - 45
8716,Male,28,25 - 45,,African-American,0,1,0,0,0,,,25 - 45
8717,Female,40,25 - 45,,African-American,0,1,0,0,0,,,25 - 45
8719,Male,49,Greater than 45,,Caucasian,0,1,0,0,4,,,Greater than 45
8723,Male,34,25 - 45,,Hispanic,0,5,0,0,9,,,25 - 45
8726,Female,26,25 - 45,,Hispanic,0,4,0,0,1,,,25 - 45
8729,Male,34,25 - 45,,Caucasian,0,1,0,0,12,,,25 - 45
